시도,시군구,총계-개소수,총계-이용량,전작용-개소수,전작용-이용량,답작용-개소수,답작용-이용량,원예용-개소수,원예용-이용량,수산업용-개소수,수산업용-이용량,축산업용-개소수,축산업용-이용량,양어장용-개소수,양어장용-이용량,기타-개소수,기타-이용량
경상북도,경산시,2055,6202037,1393,3713511,514,748666,13,17038,0,0,46,71615,0,0,89,1651207
경상북도,경주군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,경주시,1415,3001393,676,1482034,563,1069472,103,156322,1,709,51,199094,1,1935,20,91827
경상북도,고령군,2006,17019998,388,1568247,1056,9077345,211,894189,1,32560,16,92362,1,30110,333,5325185
경상북도,구미시,864,2110892,358,834946,383,660641,33,48872,1,1080,31,64417,6,129170,52,371766
경상북도,군위군,1586,16540756,850,4412334,504,11043939,34,459365,0,0,9,77482,1,1416,188,546220
경상북도,금릉군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,김천시,11483,22304077,10057,20406713,941,815196,20,25689,0,0,11,67721,1,365,453,988393
경상북도,달성군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,대구시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,대구시 남구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,대구시 북구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,대구시 서구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,대구시 수성구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,대구시 중구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,문경군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,문경시,2588,5125316,910,1671665,1171,1869787,377,887681,1,4000,80,212740,4,32760,45,446683
경상북도,봉화군,3073,5169106,1571,3327157,1308,1187229,34,44219,0,0,9,14866,2,28082,149,567553
경상북도,상주군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,상주시,13078,22291533,11893,20489440,612,614293,69,94618,0,0,58,116988,5,27542,441,948652
경상북도,선산군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,성주군,3727,18030298,115,604065,3291,14765275,37,175412,1,3040,5,7799,1,11120,277,2463587
경상북도,신안동시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,안동군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,안동시,8966,14491935,3507,7475525,4395,3283790,339,481471,0,0,91,134746,12,239075,622,2877328
경상북도,영덕군,779,2289607,254,563738,400,609679,64,103630,1,2100,6,40421,0,0,54,970039
경상북도,영양군,646,2526804,248,820960,74,135134,19,27179,2,19419,5,65827,0,0,298,1458285
경상북도,영일군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,영주군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,영주시,3168,5087301,1645,3599890,1329,1103469,25,34761,0,0,10,17318,2,12530,157,319333
경상북도,영천군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,영천시,2965,13527540,1363,4562000,272,3444312,138,1608083,1,2989,15,59943,1,32850,1175,3817363
경상북도,영풍군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,예천군,3682,4604116,1060,1865375,2265,1721891,66,91591,0,0,51,96020,7,117260,233,711979
경상북도,울릉군,1,630,0,0,1,630,0,0,0,0,0,0,0,0,0,0
경상북도,울진군,2739,2062659,551,412699,1771,1278753,14,14364,0,0,4,14085,1,150,398,342608
경상북도,월성군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,의성군,2350,8390900,1049,2309558,1050,2910291,72,87182,4,24000,30,333347,3,23295,142,2703227
경상북도,점촌시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,청도군,3227,6385603,1741,3851553,1259,1755424,35,51042,0,0,11,117926,11,27762,170,581896
경상북도,청송군,1024,3148084,880,2662873,28,340500,2,720,0,0,9,40440,0,0,105,103551
경상북도,칠곡군,1948,3056034,787,1657340,1079,1105875,9,11687,1,11200,56,234798,2,23600,14,11534
경상북도,포항시,1263,3538619,452,973934,556,922308,69,75962,4,9122,18,109660,1,5548,163,1442085
경상북도,포항시 남구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,포항시 북구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,거제군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,거제시,2109,2873409,309,428525,1634,1493100,106,147740,15,91226,16,629268,5,61884,24,21666
경상남도,거창군,4225,12696740,1517,3835841,2002,4396975,428,2695082,0,0,43,55864,0,0,235,1712978
경상남도,고성군,1696,3535801,257,435326,921,1689603,222,300924,4,20980,58,301180,9,27047,225,760741
경상남도,김해군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,김해시,1621,5988163,581,1563569,398,1366358,296,1162330,3,25747,203,1151835,17,76227,123,642097
경상남도,남해군,3154,4126740,301,594735,2769,3319576,44,107370,4,4822,17,19092,4,31168,15,49977
경상남도,동래군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,마산시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,마산시 합포구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,마산시 회원구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,밀양군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,밀양시,3216,4928746,1546,2683449,977,979132,401,658990,2,13140,64,168394,21,76759,205,348882
경상남도,부산시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,부산시 동구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,부산시 동래구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,부산시 부산진,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,부산시 서구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,부산시 영도구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,부산시 중구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,사천군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,사천시,1781,3127397,308,593951,825,945801,450,614040,10,113586,71,312589,8,73956,109,473474
경상남도,산청군,4708,15958044,110,304421,3951,14100873,490,670034,0,0,27,69003,12,174785,118,638928
경상남도,삼천포시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,양산군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,양산시,942,2990375,255,1043997,416,1369314,133,318168,0,0,94,167660,7,40749,37,50487
경상남도,울산군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,울산시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,울산시 남구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,울산시 동구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,울산시 울주구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,울산시 중구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,울주군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,의령군,2600,14773006,143,255650,2074,13110609,238,276974,1,7300,55,75240,1,29200,88,1018033
경상남도,의창군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,장승포시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,진양군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,진주시,6459,30198116,1129,3016900,860,5446763,4262,21141768,0,0,84,266794,18,83800,106,242091
경상남도,진해시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,창녕군,2203,16443078,523,3371379,1203,10328010,220,2154271,11,31418,168,249025,33,74151,45,234824
경상남도,창원군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,창원시,2362,6903417,565,1237455,624,632104,544,742094,17,109288,50,129236,24,339031,538,3714209
경상남도,창원시 마산합포구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,창원시 마산회원구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,창원시 성산구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,창원시 의창구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,창원시 진해구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,충무시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,통영군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,통영시,887,1024348,357,233929,302,95707,119,63147,82,511826,13,51720,2,17070,12,50949
경상남도,하동군,3912,3698944,479,938954,1898,858089,1358,1630248,13,15770,101,117664,4,28350,59,109869
경상남도,함안군,1661,4735329,266,660768,831,1033488,383,655700,0,0,56,429711,6,142920,119,1812742
경상남도,함양군,4601,6255305,517,913286,2551,2331097,1096,1710638,0,0,102,271886,11,33990,324,994408
경상남도,합천군,2813,17790017,282,918999,1754,11213804,492,2633921,0,0,163,431201,2,4095,120,2587997
제주특별자치도,서귀포시,2330,42428023,2293,42270141,0,0,0,0,2,19170,35,138712,0,0,0,0
제주특별자치도,제주시,844,48334836,809,47919017,0,0,0,0,0,0,35,415819,0,0,0,0
